page_title,edits,rank,time
Project:Did_you_know/DYK_hook_count,705,75,2017-03-01T00:00:00.000Z
Project:Good_article_nominations,700,76,2017-03-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,692,77,2017-03-01T00:00:00.000Z
User:JamesR/AdminStats,677,78,2017-03-01T00:00:00.000Z
2017_ITF_Men's_Circuit_(January–March),665,79,2017-03-01T00:00:00.000Z
User talk:NeilN,652,80,2017-03-01T00:00:00.000Z
Portal:Current_events/Sports/Sidebar,649,81,2017-03-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,634,82,2017-03-01T00:00:00.000Z
User:Jjaey/sandbox,627,83,2017-03-01T00:00:00.000Z
User:Train2104/CSD_log/2017_Q1,624,84,2017-03-01T00:00:00.000Z
Project:Articles_for_creation/recent,618,85,2017-03-01T00:00:00.000Z
List_of_years_in_Norwegian_music,611,86,2017-03-01T00:00:00.000Z
User:ToastButterToast/sandbox,607,87,2017-03-01T00:00:00.000Z
2017_World_Baseball_Classic,605,88,2017-03-01T00:00:00.000Z
Project:WikiProject_Resource_Exchange/Resource_Request,604,89,2017-03-01T00:00:00.000Z
Power_Rangers_(film),600,90,2017-03-01T00:00:00.000Z
Project talk:Vital_articles/Level/4,587,91,2017-03-01T00:00:00.000Z
Module:Syrian_Civil_War_detailed_map,586,92,2017-03-01T00:00:00.000Z
Talk:X-Men_(film_series),586,93,2017-03-01T00:00:00.000Z
User talk:Oshwah,585,94,2017-03-01T00:00:00.000Z
Northern_England,580,95,2017-03-01T00:00:00.000Z
User:Darts170Darts170/sandbox,579,96,2017-03-01T00:00:00.000Z
Project talk:WikiProject_Medicine,560,97,2017-03-01T00:00:00.000Z
User talk:The_Rambling_Man,560,98,2017-03-01T00:00:00.000Z
Project:Conflict_of_interest/Noticeboard,557,99,2017-03-01T00:00:00.000Z
User talk:El_C,545,100,2017-03-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,8902,1,2017-04-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6628,2,2017-04-01T00:00:00.000Z
User:AvicBot/speedy,6166,3,2017-04-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5412,4,2017-04-01T00:00:00.000Z
Project:Requests_for_page_protection,4335,5,2017-04-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,4074,6,2017-04-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3627,7,2017-04-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3063,8,2017-04-01T00:00:00.000Z
Project:Sandbox,2588,9,2017-04-01T00:00:00.000Z
2017_World_Snooker_Championship,2477,10,2017-04-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2441,11,2017-04-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,2357,12,2017-04-01T00:00:00.000Z
Project:Reference_desk/Humanities,2300,13,2017-04-01T00:00:00.000Z
User:DatBot/pendingbacklog,2295,14,2017-04-01T00:00:00.000Z
Project:Teahouse,2282,15,2017-04-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1917,16,2017-04-01T00:00:00.000Z
Project:Reference_desk/Science,1861,17,2017-04-01T00:00:00.000Z
Project:In_the_news/Candidates,1827,18,2017-04-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1793,19,2017-04-01T00:00:00.000Z
Deaths_in_2017,1672,20,2017-04-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1658,21,2017-04-01T00:00:00.000Z
User:Tachs/Sandbox5,1611,22,2017-04-01T00:00:00.000Z
Project:Help_desk,1583,23,2017-04-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1581,24,2017-04-01T00:00:00.000Z
Project:Administrators'_noticeboard,1564,25,2017-04-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1555,26,2017-04-01T00:00:00.000Z
2017_Stockholm_truck_attack,1470,27,2017-04-01T00:00:00.000Z
Project:Community_portal/Opentask,1461,28,2017-04-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1457,29,2017-04-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1327,30,2017-04-01T00:00:00.000Z
2017_United_Kingdom_general_election,1272,31,2017-04-01T00:00:00.000Z
Talk:Donald_Trump,1183,32,2017-04-01T00:00:00.000Z
User:Diplomatiquette/sandbox,1143,33,2017-04-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1098,34,2017-04-01T00:00:00.000Z
Project:Main_Page/Errors,1071,35,2017-04-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1071,36,2017-04-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1065,37,2017-04-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1014,38,2017-04-01T00:00:00.000Z
Talk:Russian_interference_in_the_2016_United_States_elections,1010,39,2017-04-01T00:00:00.000Z
Khan_Shaykhun_chemical_attack,1008,40,2017-04-01T00:00:00.000Z
The_Voice_(American_season_12),1003,41,2017-04-01T00:00:00.000Z
User:Darts170Darts170/sandbox,1002,42,2017-04-01T00:00:00.000Z
Project:Village_pump_(technical),996,43,2017-04-01T00:00:00.000Z
User:Valmir144/sandbox,988,44,2017-04-01T00:00:00.000Z
2017_Shayrat_missile_strike,971,45,2017-04-01T00:00:00.000Z
2017_Liga_1_(Indonesia),944,46,2017-04-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,940,47,2017-04-01T00:00:00.000Z
Beauty_and_the_Beast_(2017_film),930,48,2017-04-01T00:00:00.000Z
User:Wilhelmina_Will/Sandbox,918,49,2017-04-01T00:00:00.000Z
2017_NBA_playoffs,909,50,2017-04-01T00:00:00.000Z
United_Express_Flight_3411_incident,869,51,2017-04-01T00:00:00.000Z
2017_Saint_Petersburg_Metro_bombing,845,52,2017-04-01T00:00:00.000Z
User:Ocfootballknut/sandbox/Draft_Work_Area_2,827,53,2017-04-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_24),811,54,2017-04-01T00:00:00.000Z
Damn_(Kendrick_Lamar_album),804,55,2017-04-01T00:00:00.000Z
Project:Reference_desk/Language,801,56,2017-04-01T00:00:00.000Z
User talk:NeilN,799,57,2017-04-01T00:00:00.000Z
Talk:Khan_Shaykhun_chemical_attack,789,58,2017-04-01T00:00:00.000Z
March_for_Science,784,59,2017-04-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox-13,778,60,2017-04-01T00:00:00.000Z
WrestleMania_33,778,61,2017-04-01T00:00:00.000Z
Draft:Sandbox,770,62,2017-04-01T00:00:00.000Z
Project:Open_proxy_detection,769,63,2017-04-01T00:00:00.000Z
Project:Village_pump_(policy),755,64,2017-04-01T00:00:00.000Z
User:Orser67/sandbox,751,65,2017-04-01T00:00:00.000Z
List_of_terrorist_incidents_in_April_2017,743,66,2017-04-01T00:00:00.000Z
Project:Articles_for_deletion/Old,741,67,2017-04-01T00:00:00.000Z
Asia's_Next_Top_Model_(season_5),735,68,2017-04-01T00:00:00.000Z
User:Boomer_Vial/CSD_log,735,69,2017-04-01T00:00:00.000Z
User:SomeGuyWhoRandomlyEdits/sandbox,735,70,2017-04-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,723,71,2017-04-01T00:00:00.000Z
User:B-bot/Event_log,720,72,2017-04-01T00:00:00.000Z
User:EsquivalienceBot/Backlog,718,73,2017-04-01T00:00:00.000Z
Project talk:Verifiability,717,74,2017-04-01T00:00:00.000Z
The_Fate_of_the_Furious,703,75,2017-04-01T00:00:00.000Z
List_of_White_Pass_and_Yukon_Route_locomotives_and_cars,693,76,2017-04-01T00:00:00.000Z
Project:Requests_for_undeletion,689,77,2017-04-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,681,78,2017-04-01T00:00:00.000Z
User:JaGa/Short_leaderboard,677,79,2017-04-01T00:00:00.000Z
User:AvicBot/AfCCSD,652,80,2017-04-01T00:00:00.000Z
X-Men_(film_series),652,81,2017-04-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,650,82,2017-04-01T00:00:00.000Z
Template:AfC_statistics,649,83,2017-04-01T00:00:00.000Z
User:Maile66/Marker,647,84,2017-04-01T00:00:00.000Z
Project talk:Did_you_know,644,85,2017-04-01T00:00:00.000Z
User:Serial_Number_54129/CSD_log,643,86,2017-04-01T00:00:00.000Z
13_Reasons_Why,641,87,2017-04-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,635,88,2017-04-01T00:00:00.000Z
User:Davidgoodheart/sandbox,633,89,2017-04-01T00:00:00.000Z
User talk:Oshwah,626,90,2017-04-01T00:00:00.000Z
List_of_video_game_publishers,614,91,2017-04-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,602,92,2017-04-01T00:00:00.000Z
Portal:Current_events/Sports/Sidebar,601,93,2017-04-01T00:00:00.000Z
User talk:Jimbo_Wales,598,94,2017-04-01T00:00:00.000Z
User:JamesR/AdminStats,595,95,2017-04-01T00:00:00.000Z
Ramkrishna_Mukherjee,593,96,2017-04-01T00:00:00.000Z
Project:Reference_desk/Computing,590,97,2017-04-01T00:00:00.000Z
List_of_offenders_scheduled_to_be_executed_in_the_United_States,586,98,2017-04-01T00:00:00.000Z
User:Fazeyzero,586,99,2017-04-01T00:00:00.000Z
Future_Islands,581,100,2017-04-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,9907,1,2017-05-01T00:00:00.000Z
User:AvicBot/speedy,7957,2,2017-05-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6852,3,2017-05-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,5818,4,2017-05-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5152,5,2017-05-01T00:00:00.000Z
Project:Requests_for_page_protection,4460,6,2017-05-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3687,7,2017-05-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3392,8,2017-05-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,3253,9,2017-05-01T00:00:00.000Z
Manchester_Arena_bombing,3114,10,2017-05-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,3001,11,2017-05-01T00:00:00.000Z
User:DatBot/pendingbacklog,2370,12,2017-05-01T00:00:00.000Z
Project:Sandbox,2274,13,2017-05-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,2091,14,2017-05-01T00:00:00.000Z
Project:Reference_desk/Humanities,2040,15,2017-05-01T00:00:00.000Z
Project:Teahouse,1958,16,2017-05-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),1889,17,2017-05-01T00:00:00.000Z
Project:Reference_desk/Science,1824,18,2017-05-01T00:00:00.000Z
Project:Administrators'_noticeboard,1764,19,2017-05-01T00:00:00.000Z
Deaths_in_2017,1756,20,2017-05-01T00:00:00.000Z
User:Jgjsmith006/sandbox,1755,21,2017-05-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1753,22,2017-05-01T00:00:00.000Z
Project:Help_desk,1732,23,2017-05-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1638,24,2017-05-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1633,25,2017-05-01T00:00:00.000Z
User:Wilhelmina_Will/Sandbox,1562,26,2017-05-01T00:00:00.000Z
WannaCry_ransomware_attack,1547,27,2017-05-01T00:00:00.000Z
The_Voice_(American_season_12),1537,28,2017-05-01T00:00:00.000Z
Project:In_the_news/Candidates,1530,29,2017-05-01T00:00:00.000Z
Project:Community_portal/Opentask,1506,30,2017-05-01T00:00:00.000Z
Talk:Manchester_Arena_bombing,1429,31,2017-05-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1343,32,2017-05-01T00:00:00.000Z
Talk:Murder_of_Seth_Rich,1324,33,2017-05-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1317,34,2017-05-01T00:00:00.000Z
Talk:Russian_interference_in_the_2016_United_States_elections,1239,35,2017-05-01T00:00:00.000Z
User:Paul_August/Iacchus,1149,36,2017-05-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,1142,37,2017-05-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1110,38,2017-05-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1103,39,2017-05-01T00:00:00.000Z
Dismissal_of_James_Comey,1082,40,2017-05-01T00:00:00.000Z
Project:Administrators'_noticeboard/CXT/Pages_to_review,1077,41,2017-05-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,1072,42,2017-05-01T00:00:00.000Z
Project:Dashboard/Requested_moves,1067,43,2017-05-01T00:00:00.000Z
User:Tachs/Sandbox5,1024,44,2017-05-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox-13,1014,45,2017-05-01T00:00:00.000Z
Project:Reference_desk/Language,1004,46,2017-05-01T00:00:00.000Z
Dancing_with_the_Stars_(American_season_24),993,47,2017-05-01T00:00:00.000Z
Slavic_Native_Faith,993,48,2017-05-01T00:00:00.000Z
Asia's_Next_Top_Model_(season_5),988,49,2017-05-01T00:00:00.000Z
Project:Main_Page/Errors,957,50,2017-05-01T00:00:00.000Z
Q_School_2017_–_Event_1,941,51,2017-05-01T00:00:00.000Z
Project:Village_pump_(technical),910,52,2017-05-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,890,53,2017-05-01T00:00:00.000Z
Talk:List_of_offenders_scheduled_to_be_executed_in_the_United_States,887,54,2017-05-01T00:00:00.000Z
Talk:Donald_Trump,870,55,2017-05-01T00:00:00.000Z
Stardust_the_Super_Wizard,860,56,2017-05-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,829,57,2017-05-01T00:00:00.000Z
Kartamyshevska_Street,807,58,2017-05-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,806,59,2017-05-01T00:00:00.000Z
User:B-bot/Event_log,801,60,2017-05-01T00:00:00.000Z
Murder_of_Seth_Rich,800,61,2017-05-01T00:00:00.000Z
The_Holocaust,791,62,2017-05-01T00:00:00.000Z
Malaysia_national_football_team,787,63,2017-05-01T00:00:00.000Z
Yuttha_Medai_All_Stars,762,64,2017-05-01T00:00:00.000Z
Project:Open_proxy_detection,747,65,2017-05-01T00:00:00.000Z
Project:Reference_desk/Computing,747,66,2017-05-01T00:00:00.000Z
Template:AfC_statistics,746,67,2017-05-01T00:00:00.000Z
Project:Articles_for_deletion/Old,743,68,2017-05-01T00:00:00.000Z
User:EsquivalienceBot/Backlog,732,69,2017-05-01T00:00:00.000Z
User:Slater582,728,70,2017-05-01T00:00:00.000Z
Guardians_of_the_Galaxy_Vol._2,724,71,2017-05-01T00:00:00.000Z
User:JaGa/Short_leaderboard,721,72,2017-05-01T00:00:00.000Z
Draft:Sandbox,719,73,2017-05-01T00:00:00.000Z
User talk:Attar-Aram_syria/sandbox,715,74,2017-05-01T00:00:00.000Z
User talk:Oshwah,713,75,2017-05-01T00:00:00.000Z
2017_United_Kingdom_general_election,706,76,2017-05-01T00:00:00.000Z
User:Mccapra/sandbox,704,77,2017-05-01T00:00:00.000Z
Ramkrishna_Mukherjee,700,78,2017-05-01T00:00:00.000Z
User:Cyberpower678/Tally,695,79,2017-05-01T00:00:00.000Z
User:JamesR/AdminStats,695,80,2017-05-01T00:00:00.000Z
Template:NUMBEROF/data,690,81,2017-05-01T00:00:00.000Z
Reactions_to_the_Manchester_Arena_bombing,688,82,2017-05-01T00:00:00.000Z
Eurovision_Song_Contest_2017,644,83,2017-05-01T00:00:00.000Z
User:Serial_Number_54129/CSD_log,642,84,2017-05-01T00:00:00.000Z
User:Blakebs/sandbox,641,85,2017-05-01T00:00:00.000Z
User talk:Jimbo_Wales,640,86,2017-05-01T00:00:00.000Z
2017_French_Open,638,87,2017-05-01T00:00:00.000Z
2017_Liga_1_(Indonesia),633,88,2017-05-01T00:00:00.000Z
Project:Requests_for_undeletion,631,89,2017-05-01T00:00:00.000Z
User:AvicBot/AfCCSD,631,90,2017-05-01T00:00:00.000Z
Index_of_Jainism-related_articles,630,91,2017-05-01T00:00:00.000Z
Alien:_Covenant,622,92,2017-05-01T00:00:00.000Z
Madame_Tussauds,622,93,2017-05-01T00:00:00.000Z
Baahubali_2:_The_Conclusion,618,94,2017-05-01T00:00:00.000Z
Carle_Hessay,618,95,2017-05-01T00:00:00.000Z
Greg_Gianforte,610,96,2017-05-01T00:00:00.000Z
User:Orser67/sandbox,605,97,2017-05-01T00:00:00.000Z
Template talk:Did_you_know,596,98,2017-05-01T00:00:00.000Z
2017_in_South_Korean_music,593,99,2017-05-01T00:00:00.000Z
User:Davidgoodheart/sandbox,579,100,2017-05-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,8398,1,2017-06-01T00:00:00.000Z
User:AvicBot/speedy,7641,2,2017-06-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6572,3,2017-06-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,4220,4,2017-06-01T00:00:00.000Z
Project:Requests_for_page_protection,4109,5,2017-06-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,3979,6,2017-06-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3437,7,2017-06-01T00:00:00.000Z
Grenfell_Tower_fire,3025,8,2017-06-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,2971,9,2017-06-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2934,10,2017-06-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,2914,11,2017-06-01T00:00:00.000Z
User:Legacypac/CSD_log_1,2474,12,2017-06-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2194,13,2017-06-01T00:00:00.000Z
Asia's_Next_Top_Model_(season_5),2178,14,2017-06-01T00:00:00.000Z
User:DatBot/pendingbacklog,2159,15,2017-06-01T00:00:00.000Z
Project:Teahouse,2115,16,2017-06-01T00:00:00.000Z
Project:In_the_news/Candidates,2093,17,2017-06-01T00:00:00.000Z
2017_London_Bridge_attack,1980,18,2017-06-01T00:00:00.000Z
Project:Sandbox,1892,19,2017-06-01T00:00:00.000Z
Project:Administrators'_noticeboard,1831,20,2017-06-01T00:00:00.000Z
Project:Reference_desk/Humanities,1781,21,2017-06-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1614,22,2017-06-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1603,23,2017-06-01T00:00:00.000Z
Transformers:_The_Last_Knight,1599,24,2017-06-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1593,25,2017-06-01T00:00:00.000Z
Project:Reference_desk/Science,1580,26,2017-06-01T00:00:00.000Z
2017_United_Kingdom_general_election,1552,27,2017-06-01T00:00:00.000Z
Deaths_in_2017,1503,28,2017-06-01T00:00:00.000Z
Project:Community_portal/Opentask,1457,29,2017-06-01T00:00:00.000Z
Talk:Donald_Trump,1390,30,2017-06-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1376,31,2017-06-01T00:00:00.000Z
Project:Help_desk,1314,32,2017-06-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1209,33,2017-06-01T00:00:00.000Z
Qatar_diplomatic_crisis,1171,34,2017-06-01T00:00:00.000Z
Wonder_Woman_(2017_film),1171,35,2017-06-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1115,36,2017-06-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1068,37,2017-06-01T00:00:00.000Z
Congressional_baseball_shooting,1051,38,2017-06-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1050,39,2017-06-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1042,40,2017-06-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,1016,41,2017-06-01T00:00:00.000Z
Project:Dashboard/Requested_moves,999,42,2017-06-01T00:00:00.000Z
2017_Finsbury_Park_attack,972,43,2017-06-01T00:00:00.000Z
Project:Village_pump_(policy),969,44,2017-06-01T00:00:00.000Z
User:Jgjsmith006/sandbox,965,45,2017-06-01T00:00:00.000Z
Project:Reference_desk/Language,953,46,2017-06-01T00:00:00.000Z
User:AvicBot/AfCCSD,946,47,2017-06-01T00:00:00.000Z
User:Wilhelmina_Will/Sandbox,926,48,2017-06-01T00:00:00.000Z
List_of_conspiracy_theories,919,49,2017-06-01T00:00:00.000Z
Talk:Russian_interference_in_the_2016_United_States_elections,893,50,2017-06-01T00:00:00.000Z
Stardust_the_Super_Wizard,879,51,2017-06-01T00:00:00.000Z
Produce_101_(season_2),878,52,2017-06-01T00:00:00.000Z
Ramkrishna_Mukherjee,856,53,2017-06-01T00:00:00.000Z
United_States_withdrawal_from_the_Paris_Agreement,855,54,2017-06-01T00:00:00.000Z
Template:NUMBEROF/data,851,55,2017-06-01T00:00:00.000Z
Talk:Grenfell_Tower_fire,846,56,2017-06-01T00:00:00.000Z
One_Love_Manchester,837,57,2017-06-01T00:00:00.000Z
2017_FIVB_Volleyball_World_League,836,58,2017-06-01T00:00:00.000Z
2017_ICC_Champions_Trophy,824,59,2017-06-01T00:00:00.000Z
Talk:2017_London_Bridge_attack,823,60,2017-06-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,819,61,2017-06-01T00:00:00.000Z
The_Holocaust,811,62,2017-06-01T00:00:00.000Z
Project:Open_proxy_detection,809,63,2017-06-01T00:00:00.000Z
Garage_rock,801,64,2017-06-01T00:00:00.000Z
List_of_terrorist_incidents_in_June_2017,792,65,2017-06-01T00:00:00.000Z
Kartamyshevska_Street,764,66,2017-06-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,761,67,2017-06-01T00:00:00.000Z
User:B-bot/Event_log,752,68,2017-06-01T00:00:00.000Z
Otto_Warmbier,745,69,2017-06-01T00:00:00.000Z
Project:Reliable_sources/Noticeboard,745,70,2017-06-01T00:00:00.000Z
Project:Main_Page/Errors,735,71,2017-06-01T00:00:00.000Z
Template:AfC_statistics,719,72,2017-06-01T00:00:00.000Z
User:Hchc2009/Sandbox2,717,73,2017-06-01T00:00:00.000Z
Big_Brother_(British_series_18),715,74,2017-06-01T00:00:00.000Z
Project:Articles_for_deletion/Old,714,75,2017-06-01T00:00:00.000Z
Talk:2017_Finsbury_Park_attack,702,76,2017-06-01T00:00:00.000Z
User:JaGa/Short_leaderboard,698,77,2017-06-01T00:00:00.000Z
User:JamesR/AdminStats,685,78,2017-06-01T00:00:00.000Z
The_Mummy_(2017_film),674,79,2017-06-01T00:00:00.000Z
2017_Tehran_attacks,665,80,2017-06-01T00:00:00.000Z
Template:Cratstats,660,81,2017-06-01T00:00:00.000Z
User:Stigmatella_aurantiaca/sandbox/Spacetime,653,82,2017-06-01T00:00:00.000Z
Project talk:WikiProject_Football,652,83,2017-06-01T00:00:00.000Z
Project:Village_pump_(technical),647,84,2017-06-01T00:00:00.000Z
Project:Miscellany_for_deletion,631,85,2017-06-01T00:00:00.000Z
Project:Good_article_nominations,621,86,2017-06-01T00:00:00.000Z
Lonnie_Mack,620,87,2017-06-01T00:00:00.000Z
User:Sparkyscience/Test2,616,88,2017-06-01T00:00:00.000Z
User:Serial_Number_54129/CSD_log,606,89,2017-06-01T00:00:00.000Z
Project:Requests_for_undeletion,601,90,2017-06-01T00:00:00.000Z
User:Peter_I._Vardy/sandbox-13,599,91,2017-06-01T00:00:00.000Z
Project:Biographies_of_living_persons/Noticeboard,597,92,2017-06-01T00:00:00.000Z
La_Luna_Sangre,593,93,2017-06-01T00:00:00.000Z
Template talk:Did_you_know,576,94,2017-06-01T00:00:00.000Z
Battle_of_Marawi,575,95,2017-06-01T00:00:00.000Z
2017_NHL_Entry_Draft,559,96,2017-06-01T00:00:00.000Z
Project:Reference_desk/Miscellaneous,559,97,2017-06-01T00:00:00.000Z
Britain's_Got_Talent_(series_11),558,98,2017-06-01T00:00:00.000Z
2017_Resorts_World_Manila_attack,556,99,2017-06-01T00:00:00.000Z
2017_in_South_Korean_music,554,100,2017-06-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism,8099,1,2017-07-01T00:00:00.000Z
User:AvicBot/speedy,7576,2,2017-07-01T00:00:00.000Z
User:Cyde/List_of_candidates_for_speedy_deletion/Subpage,6567,3,2017-07-01T00:00:00.000Z
Project:Administrators'_noticeboard/Incidents,5098,4,2017-07-01T00:00:00.000Z
Project:Requests_for_page_protection,4157,5,2017-07-01T00:00:00.000Z
User:Ops_Monitor_(WMF)/sandbox,3638,6,2017-07-01T00:00:00.000Z
Project:Usernames_for_administrator_attention,3131,7,2017-07-01T00:00:00.000Z
Project:Administrator_intervention_against_vandalism/TB2,3001,8,2017-07-01T00:00:00.000Z
User:Cyde/List_of_current_proposed_deletions,2797,9,2017-07-01T00:00:00.000Z
Project:Teahouse,2438,10,2017-07-01T00:00:00.000Z
Escape_the_Night,2172,11,2017-07-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(table),2169,12,2017-07-01T00:00:00.000Z
Project:Sockpuppet_investigations/Cases/Overview,1896,13,2017-07-01T00:00:00.000Z
Project:In_the_news/Candidates,1894,14,2017-07-01T00:00:00.000Z
Project:Sandbox,1855,15,2017-07-01T00:00:00.000Z
Deaths_in_2017,1832,16,2017-07-01T00:00:00.000Z
User:AnomieBOT/SPERTable,1822,17,2017-07-01T00:00:00.000Z
User:AmandaNP/SPI_case_list,1818,18,2017-07-01T00:00:00.000Z
Project:Reference_desk/Science,1777,19,2017-07-01T00:00:00.000Z
User:Cyberpower678/RfX_Report,1678,20,2017-07-01T00:00:00.000Z
Project:WikiProject_Spam/LinkReports,1633,21,2017-07-01T00:00:00.000Z
User:Jgjsmith006/sandbox,1601,22,2017-07-01T00:00:00.000Z
Project:Help_desk,1533,23,2017-07-01T00:00:00.000Z
Project:Community_portal/Opentask,1497,24,2017-07-01T00:00:00.000Z
Project:Reference_desk/Humanities,1476,25,2017-07-01T00:00:00.000Z
User:Cyberbot_I/Requests_for_unblock_report,1433,26,2017-07-01T00:00:00.000Z
List_of_American_film_actresses,1348,27,2017-07-01T00:00:00.000Z
User:Cyde/List_of_requests_for_unblock,1343,28,2017-07-01T00:00:00.000Z
2017_Pacific_typhoon_season,1238,29,2017-07-01T00:00:00.000Z
Project:Administrators'_noticeboard/Edit_warring,1228,30,2017-07-01T00:00:00.000Z
Spider-Man:_Homecoming,1197,31,2017-07-01T00:00:00.000Z
User:DatBot/pendingbacklog,1133,32,2017-07-01T00:00:00.000Z
Dunkirk_(2017_film),1106,33,2017-07-01T00:00:00.000Z
User:Mccapra/sandbox,1101,34,2017-07-01T00:00:00.000Z
Project:Articles_for_creation/Redirects_and_categories,1099,35,2017-07-01T00:00:00.000Z
User:Wilhelmina_Will/sandbox,1095,36,2017-07-01T00:00:00.000Z
Project:Requested_moves/Current_discussions,1039,37,2017-07-01T00:00:00.000Z
List_of_most-viewed_YouTube_videos,1029,38,2017-07-01T00:00:00.000Z
User:Cyberpower678/Tally,1029,39,2017-07-01T00:00:00.000Z
Project:Requested_moves/Current_discussions_(alt),1019,40,2017-07-01T00:00:00.000Z
2017_Wimbledon_Championships,1008,41,2017-07-01T00:00:00.000Z
User:Legacypac/CSD_log_1,1004,42,2017-07-01T00:00:00.000Z
Project:Administrators'_noticeboard,999,43,2017-07-01T00:00:00.000Z
Project:Dashboard/Requested_moves,977,44,2017-07-01T00:00:00.000Z
Project:Village_pump_(technical),962,45,2017-07-01T00:00:00.000Z
Project:Reference_desk/Language,956,46,2017-07-01T00:00:00.000Z
Project:Requested_moves/Technical_requests,926,47,2017-07-01T00:00:00.000Z
User:Tigerboy1966/sandbox13,922,48,2017-07-01T00:00:00.000Z
Cyril_Northam,913,49,2017-07-01T00:00:00.000Z
